Date,Course_Name,Hole,Par,Distance,Score_Label,Shot_Type,Fairway,C1R,C2R,OB
2026-05-16,Oakwood Park,12,3,250,BIRDIE,BH,YES,YES,YES,NO
2026-05-16,Oakwood Park,13,4,475,BIRDIE,BH,YES,YES,YES,NO
2026-05-16,Oakwood Park,14,3,270,PAR,BH,YES,NO,YES,NO
2026-05-16,Oakwood Park,15,3,325,PAR,BH,NO,NO,NO,NO
2026-05-16,Oakwood Park,16,4,420,BIRDIE,BH,YES,YES,YES,NO
2026-05-16,Oakwood Park,17,4,600,PAR,BH,YES,YES,YES,NO
2026-05-16,Oakwood Park,18,4,570,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,1,3,240,PAR,FH,NO,NO,NO,YES
2026-05-17,Oakwood Park,2,3,250,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,3,3,200,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,4,3,375,PAR,BH,NO,NO,NO,NO
2026-05-17,Oakwood Park,5,3,200,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,6,4,510,PAR,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,7,3,230,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,8,3,285,PAR,FH,NO,NO,NO,NO
2026-05-17,Oakwood Park,9,3,275,PAR,FH,NO,NO,NO,NO
2026-05-17,Oakwood Park,10,4,490,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,11,3,300,PAR,FH,YES,NO,YES,NO
2026-05-17,Oakwood Park,12,3,270,PAR,FH,NO,NO,NO,NO
2026-05-17,Oakwood Park,13,3,375,PAR,BH,NO,NO,NO,NO
2026-05-17,Oakwood Park,14,3,250,BIRDIE,BH,YES,NO,YES,NO
2026-05-17,Oakwood Park,15,4,475,BOGEY,BH,NO,NO,NO,NO
2026-05-17,Oakwood Park,16,3,270,PAR,BH,YES,NO,YES,NO
2026-05-17,Oakwood Park,17,4,325,BIRDIE,BH,NO,YES,YES,NO
2026-05-17,Oakwood Park,18,4,420,PAR,BH,NO,NO,YES,NO
2026-05-17,Oakwood Park,19,4,600,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,20,4,570,EAGLE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,1,3,240,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,2,3,250,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,3,3,200,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,4,3,375,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,5,3,200,PAR,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,6,4,510,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,7,3,230,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,8,3,285,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,9,3,275,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,10,4,490,PAR,BH,YES,NO,YES,NO
2026-05-17,Oakwood Park,11,3,300,BIRDIE,FH,YES,YES,YES,NO
2026-05-17,Oakwood Park,12,3,270,PAR,FH,NO,NO,NO,NO
2026-05-17,Oakwood Park,13,3,375,PAR,BH,NO,NO,NO,NO
2026-05-17,Oakwood Park,14,3,250,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,15,4,475,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,16,3,270,PAR,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,17,4,325,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,18,4,420,BIRDIE,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,19,4,600,PAR,BH,YES,YES,YES,NO
2026-05-17,Oakwood Park,20,4,570,EAGLE,BH,YES,YES,YES,NO
2026-05-18,Bunker,1,3,343,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,2,3,340,PAR,BH,NO,NO,NO,NO
2026-05-18,Bunker,3,3,266,BIRDIE,FH,YES,YES,YES,NO
2026-05-18,Bunker,4,3,260,PAR,FH,YES,YES,YES,NO
2026-05-18,Bunker,5,3,314,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,6,3,320,PAR,FH,YES,NO,YES,NO
2026-05-18,Bunker,7,3,250,PAR,BH,YES,NO,YES,NO
2026-05-18,Bunker,8,3,260,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,9,4,705,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,10,3,365,PAR,BH,NO,NO,NO,NO
2026-05-18,Bunker,11,3,330,BOGEY,FH,NO,NO,NO,NO
2026-05-18,Bunker,12,3,221,BIRDIE,BH,YES,NO,YES,NO
2026-05-18,Bunker,13,4,400,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,14,4,381,PAR,BH,NO,NO,YES,NO
2026-05-18,Bunker,15,4,470,BIRDIE,BH,YES,YES,YES,NO
2026-05-18,Bunker,16,3,320,TRIPLE BOGEY,FH,NO,NO,NO,NO
2026-05-18,Bunker,17,3,310,PAR,FH,YES,NO,YES,NO
2026-05-18,Bunker,18,4,493,PAR,BH,NO,NO,NO,NO
2026-05-19,Bethel,1,3,326,PAR,BH,YES,NO,YES,NO
2026-05-19,Bethel,2,3,247,PAR,BH,YES,NO,YES,NO
2026-05-19,Bethel,3,4,578,BOGEY,BH,YES,NO,NO,NO
2026-05-19,Bethel,4,3,330,BIRDIE,BH,YES,YES,YES,NO
2026-05-19,Bethel,5,4,517,BIRDIE,BH,YES,YES,YES,NO
2026-05-19,Bethel,6,3,224,BIRDIE,BH,YES,YES,YES,NO
2026-05-19,Bethel,7,4,447,PAR,BH,YES,YES,YES,NO
2026-05-19,Bethel,8,3,151,PAR,FH,YES,NO,YES,NO
2026-05-19,Bethel,9,3,224,BOGEY,BH,YES,YES,YES,NO
2026-05-19,Bethel,10,3,287,PAR,FH,YES,NO,YES,NO
2026-05-19,Bethel,11,3,287,PAR,BH,NO,NO,NO,NO
2026-05-19,Bethel,12,3,355,BIRDIE,BH,YES,YES,YES,NO
2026-05-19,Bethel,13,3,318,PAR,BH,YES,NO,YES,NO
2026-05-19,Bethel,14,3,344,PAR,BH,NO,NO,NO,NO
2026-05-19,Bethel,15,4,624,DOUBLE BOGEY,BH,NO,NO,NO,NO
2026-05-19,Bethel,16,3,398,PAR,BH,NO,NO,NO,NO
2026-05-19,Bethel,17,3,256,DOUBLE BOGEY,BH,NO,NO,NO,NO
2026-05-19,Bethel,18,3,323,PAR,FH,NO,NO,NO,NO
2026-05-21,Ham Lake,1,3,219,BIRDIE,BH,YES,NO,YES,NO
2026-05-21,Ham Lake,2,3,189,BIRDIE,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,3,3,332,PAR,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,4,3,236,BIRDIE,FH,YES,YES,YES,NO
2026-05-21,Ham Lake,5,4,501,BIRDIE,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,6,3,192,PAR,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,7,3,355,BIRDIE,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,8,3,202,BIRDIE,BH,YES,YES,YES,NO
2026-05-21,Ham Lake,9,3,313,PAR,BH,YES,NO,YES,NO
2026-05-22,Bryant Lake,1,4,522,PAR,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,2,3,293,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,3,3,237,PAR,BH,YES,NO,YES,NO
2026-05-22,Bryant Lake,4,3,205,PAR,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,5,3,345,PAR,FH,YES,NO,YES,NO
2026-05-22,Bryant Lake,6,3,220,PAR,FH,YES,YES,YES,NO
2026-05-22,Bryant Lake,7,4,422,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,8,4,482,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,9,3,310,PAR,BH,YES,NO,YES,NO
2026-05-22,Bryant Lake,10,3,301,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,11,3,274,PAR,BH,YES,NO,YES,NO
2026-05-22,Bryant Lake,12,3,341,PAR,BH,YES,NO,YES,NO
2026-05-22,Bryant Lake,13,3,192,BIRDIE,FH,YES,YES,YES,NO
2026-05-22,Bryant Lake,14,3,348,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,15,3,248,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,16,3,239,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,17,4,556,BIRDIE,BH,YES,YES,YES,NO
2026-05-22,Bryant Lake,18,4,422,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,1,3,219,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,2,3,189,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,3,3,332,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,4,3,236,BIRDIE,FH,YES,YES,YES,NO
2026-05-24,Ham Lake,5,4,501,BIRDIE,BH,NO,YES,YES,NO
2026-05-24,Ham Lake,6,3,192,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,7,3,355,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,8,3,202,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,9,3,313,PAR,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,10,3,199,PAR,FH,YES,NO,YES,NO
2026-05-24,Ham Lake,11,3,253,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,12,4,404,PAR,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,13,3,193,BIRDIE,FH,YES,YES,YES,NO
2026-05-24,Ham Lake,14,3,167,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,15,3,285,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,16,3,176,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,17,3,229,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,18,3,241,PAR,FH,YES,YES,YES,NO
2026-05-24,Ham Lake,1,3,219,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,2,3,189,PAR,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,3,3,332,PAR,BH,NO,NO,NO,NO
2026-05-24,Ham Lake,4,3,236,BIRDIE,FH,YES,YES,YES,NO
2026-05-24,Ham Lake,5,4,501,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,6,3,192,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,7,3,355,BOGEY,BH,NO,NO,NO,NO
2026-05-24,Ham Lake,8,3,202,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,9,3,313,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,10,3,199,PAR,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,11,3,253,PAR,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,12,4,404,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,13,3,193,BIRDIE,FH,YES,YES,YES,NO
2026-05-24,Ham Lake,14,3,167,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,15,3,285,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,16,3,176,BIRDIE,BH,YES,NO,YES,NO
2026-05-24,Ham Lake,17,3,229,BIRDIE,BH,YES,YES,YES,NO
2026-05-24,Ham Lake,18,3,241,BIRDIE,FH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,1,3,340,PAR,BH,YES,NO,YES,NO
2026-05-26,Blue Ribbon Pines,2,5,409,PAR,BH,NO,NO,YES,YES
2026-05-26,Blue Ribbon Pines,3,3,367,BOGEY,BH,NO,NO,NO,YES
2026-05-26,Blue Ribbon Pines,4,3,270,PAR,BH,YES,NO,YES,NO
2026-05-26,Blue Ribbon Pines,5,4,444,BOGEY,BH,NO,NO,NO,NO
2026-05-26,Blue Ribbon Pines,6,4,535,BOGEY,BH,YES,NO,NO,NO
2026-05-26,Blue Ribbon Pines,7,4,620,PAR,BH,NO,NO,NO,NO
2026-05-26,Blue Ribbon Pines,8,3,372,PAR,BH,YES,NO,YES,NO
2026-05-26,Blue Ribbon Pines,9,3,155,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,10,3,195,PAR,FH,YES,NO,YES,NO
2026-05-26,Blue Ribbon Pines,11,4,520,PAR,FH,YES,NO,NO,NO
2026-05-26,Blue Ribbon Pines,12,3,325,BIRDIE,FH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,13,3,250,BOGEY,FH,NO,NO,NO,YES
2026-05-26,Blue Ribbon Pines,14,3,350,BIRDIE,FH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,15,3,425,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,16,4,408,PAR,BH,NO,NO,NO,NO
2026-05-26,Blue Ribbon Pines,17,4,640,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,18,3,240,BOGEY,FH,NO,NO,NO,YES
2026-05-26,Blue Ribbon Pines,19,4,760,PAR,BH,YES,NO,YES,NO
2026-05-26,Blue Ribbon Pines,20,3,322,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,21,3,440,PAR,BH,NO,NO,NO,NO
2026-05-26,Blue Ribbon Pines,22,3,355,PAR,FH,NO,NO,NO,NO
2026-05-26,Blue Ribbon Pines,23,3,342,BIRDIE,FH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,24,3,270,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,25,3,388,BIRDIE,BH,YES,YES,YES,NO
2026-05-26,Blue Ribbon Pines,26,5,660,PAR,BH,YES,NO,NO,NO
2026-05-26,Blue Ribbon Pines,27,3,335,BIRDIE,FH,YES,YES,YES,NO
2026-05-27,Bryant Lake,1,4,522,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,2,3,293,PAR,BH,YES,NO,YES,NO
2026-05-27,Bryant Lake,3,3,237,BIRDIE,FH,YES,YES,YES,NO
2026-05-27,Bryant Lake,4,3,205,BIRDIE,FH,YES,YES,YES,NO
2026-05-27,Bryant Lake,5,3,345,BIRDIE,FH,YES,NO,YES,NO
2026-05-27,Bryant Lake,6,3,220,BIRDIE,FH,YES,YES,YES,NO
2026-05-27,Bryant Lake,7,4,422,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,8,4,482,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,9,3,310,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,10,3,301,PAR,BH,NO,NO,NO,NO
2026-05-27,Bryant Lake,11,3,274,PAR,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,12,3,341,DOUBLE BOGEY,BH,NO,NO,NO,NO
2026-05-27,Bryant Lake,13,3,192,BIRDIE,FH,YES,YES,YES,NO
2026-05-27,Bryant Lake,14,3,348,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,15,3,248,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,16,3,239,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,17,4,556,BIRDIE,BH,YES,YES,YES,NO
2026-05-27,Bryant Lake,18,4,422,EAGLE,BH,YES,YES,YES,NO
2026-05-28,Bethel,1,3,326,PAR,BH,NO,NO,NO,NO
2026-05-28,Bethel,2,3,247,PAR,FH,YES,NO,YES,NO
2026-05-28,Bethel,3,4,578,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,4,3,330,BOGEY,BH,YES,NO,YES,NO
2026-05-28,Bethel,5,4,517,BIRDIE,FH,YES,YES,YES,NO
2026-05-28,Bethel,6,3,224,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,7,4,447,BIRDIE,FH,YES,YES,YES,NO
2026-05-28,Bethel,8,3,151,BIRDIE,FH,YES,YES,YES,NO
2026-05-28,Bethel,9,3,224,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,10,3,287,PAR,FH,YES,NO,YES,NO
2026-05-28,Bethel,11,3,287,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,12,3,355,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,13,3,318,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,14,3,344,BIRDIE,BH,YES,YES,YES,NO
2026-05-28,Bethel,15,4,624,PAR,BH,YES,NO,YES,NO
2026-05-28,Bethel,16,3,398,PAR,BH,NO,NO,NO,NO
2026-05-28,Bethel,17,3,256,PAR,BH,NO,NO,NO,NO
2026-05-28,Bethel,18,3,323,BIRDIE,FH,YES,NO,YES,NO
2026-05-29,Bryant Lake,1,4,522,BIRDIE,BH,YES,YES,YES,NO
2026-05-29,Bryant Lake,2,3,293,PAR,BH,YES,NO,YES,NO
2026-05-29,Bryant Lake,3,3,237,BIRDIE,FH,YES,YES,YES,NO
2026-05-29,Bryant Lake,4,3,205,PAR,FH,YES,YES,YES,NO
2026-05-29,Bryant Lake,5,3,345,BIRDIE,FH,YES,YES,YES,NO
2026-05-29,Bryant Lake,6,3,220,BIRDIE,FH,YES,YES,YES,NO
2026-05-29,Bryant Lake,7,4,422,PAR,BH,NO,NO,NO,NO
2026-05-29,Bryant Lake,8,4,482,BIRDIE,FH,YES,YES,YES,NO
2026-05-29,Bryant Lake,9,3,310,BIRDIE,BH,YES,YES,YES,NO
2026-05-29,Bryant Lake,10,3,301,PAR,BH,YES,NO,YES,NO
2026-05-29,Bryant Lake,11,3,274,BIRDIE,BH,YES,YES,YES,NO
2026-05-29,Bryant Lake,12,3,341,BIRDIE,BH,YES,YES,YES,NO
2026-05-29,Bryant Lake,13,3,192,BIRDIE,FH,YES,YES,YES,NO
